,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName
5490,Duchesnea indica var. indica,Duchesnea indica var. indica,Mock-Strawberry,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=91747,,,,,,,Mock Strawberry,Flowering Plants - Dicots,G5TNR,TNR,,"Canada: BC, ON
United States: AL, AR, AZ, CA, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, OR, PA, SC, TN, TX, VA, WA, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.953947/Duchesnea_indica_var_indica,Duchesnea indica * indica
5491,Dudleya abramsii,Dudleya abramsii,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23634,,,,,,,Abrams' Live-forever,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1052166/Dudleya_abramsii,Dudleya abramsii
5501,Dudleya arizonica,Dudleya arizonica,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23638,,,,,,,Chalk Dudleya,Flowering Plants - Dicots,G4G5,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140453/Dudleya_arizonica,Dudleya arizonica
5502,Dudleya pulverulenta subsp. arizonica,Dudleya arizonica,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23638,,,,,,,Chalk Dudleya,Flowering Plants - Dicots,G4G5,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140453/Dudleya_arizonica,Dudleya pulverulenta * arizonica
5506,Dudleya blochmaniae,Dudleya blochmaniae,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23640,,,,,,,Blochman's Dudleya,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136236/Dudleya_blochmaniae,Dudleya blochmaniae
5509,Dudleya brevifolia,Dudleya brevifolia,Shortleaved Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23641,short-leaved dudleya,Crassulaceae,perennial herb,1B.1,S1,CE,Shortleaf Dudleya,Flowering Plants - Dicots,G1,G1,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137954/Dudleya_brevifolia,Dudleya brevifolia
5510,Dudleya blochmaniae subsp. brevifolia,Dudleya brevifolia,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23641,,,,,,,Shortleaf Dudleya,Flowering Plants - Dicots,G1,G1,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137954/Dudleya_brevifolia,Dudleya blochmaniae * brevifolia
5513,Dudleya candelabrum,Dudleya candelabrum,Candleholder Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23642,candleholder dudleya,Crassulaceae,perennial herb,1B.2,S3,None,Candleholder Dudleya,Flowering Plants - Dicots,G3,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144943/Dudleya_candelabrum,Dudleya candelabrum
5514,Dudleya cymosa,Dudleya cymosa,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23646,,,,,,,California Live-forever,Flowering Plants - Dicots,G5,G5,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159428/Dudleya_cymosa,Dudleya cymosa
5530,Dudleya densiflora,Dudleya densiflora,San Gabriel Mountains Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23653,San Gabriel Mountains dudleya,Crassulaceae,perennial herb,1B.1,S2,None,San Gabriel Mountains Dudleya,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134347/Dudleya_densiflora,Dudleya densiflora
5531,Dudleya edulis,Dudleya edulis,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23654,,,,,,,Nuttall's Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148968/Dudleya_edulis,Dudleya edulis
5532,Dudleya farinosa,Dudleya farinosa,Bluff Lettuce,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23655,,,,,,,Sea-cliff Stonecrop,Flowering Plants - Dicots,G4,G4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139766/Dudleya_farinosa,Dudleya farinosa
5533,Dudleya gnoma,Dudleya gnoma,Munchkin Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=79076,munchkin dudleya,Crassulaceae,perennial herb,1B.1,S1,None,Munchkin Dudleya,Flowering Plants - Dicots,G1,G1,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145039/Dudleya_gnoma,Dudleya gnoma
5534,Dudleya greenei,Dudleya greenei,Greene'S Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23659,Greene's dudleya,Crassulaceae,perennial herb,4.2,S3,None,Greene's Dudleya,Flowering Plants - Dicots,G3,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152382/Dudleya_greenei,Dudleya greenei
5535,Dudleya hoffmannii,Dudleya greenei,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23659,,,,,,,Greene's Dudleya,Flowering Plants - Dicots,G3,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152382/Dudleya_greenei,Dudleya hoffmannii
5536,Dudleya regalis,Dudleya greenei,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23659,,,,,,,Greene's Dudleya,Flowering Plants - Dicots,G3,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152382/Dudleya_greenei,Dudleya regalis
5537,Dudleya lanceolata,Dudleya lanceolata,Lance-Leaved Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23661,,,,,,,Lanceleaf Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159347/Dudleya_lanceolata,Dudleya lanceolata
5538,Dudleya cymosa subsp. minor,Dudleya lanceolata,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23661,,,,,,,Lanceleaf Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159347/Dudleya_lanceolata,Dudleya cymosa * minor
5539,Dudleya elongata,Dudleya lanceolata,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23661,,,,,,,Lanceleaf Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159347/Dudleya_lanceolata,Dudleya elongata
5540,Echeveria lanceolata var. composta,Dudleya lanceolata,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23661,,,,,,,Lanceleaf Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159347/Dudleya_lanceolata,Echeveria lanceolata * composta
5541,Echeveria lanceolata var. incerta,Dudleya lanceolata,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23661,,,,,,,Lanceleaf Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159347/Dudleya_lanceolata,Echeveria lanceolata * incerta
5542,Dudleya multicaulis,Dudleya multicaulis,Many-Stemmed Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23666,many-stemmed dudleya,Crassulaceae,perennial herb,1B.2,S2,None,Many-stem Dudleya,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135243/Dudleya_multicaulis,Dudleya multicaulis
5543,Dudleya nesiotica,Dudleya nesiotica,Santa Cruz Island Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23667,Santa Cruz Island dudleya,Crassulaceae,perennial herb,1B.1,S1,CR,Santa Cruz Island Dudleya,Flowering Plants - Dicots,G1,G1,Threatened,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143428/Dudleya_nesiotica,Dudleya nesiotica
5544,Dudleya palmeri,Dudleya palmeri,Palmer'S Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23668,,,,,,,Palmer's Live-forever,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142525/Dudleya_palmeri,Dudleya palmeri
5545,Dudleya parva,Dudleya parva,Conejo Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23637,Conejo dudleya,Crassulaceae,perennial herb,1B.2,S1,None,Conejo Dudleya,Flowering Plants - Dicots,G1,G1,Threatened,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146554/Dudleya_parva,Dudleya parva
5546,Dudleya abramsii subsp. parva,Dudleya parva,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23637,,,,,,,Conejo Dudleya,Flowering Plants - Dicots,G1,G1,Threatened,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146554/Dudleya_parva,Dudleya abramsii * parva
5547,Dudleya anthonyi,Dudleya pulverulenta,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23669,,,,,,,Chalk Live-forever,Flowering Plants - Dicots,G4G5,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158431/Dudleya_pulverulenta,Dudleya anthonyi
5548,Dudleya pulverulenta,Dudleya pulverulenta,Chalk Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23669,,,,,,,Chalk Live-forever,Flowering Plants - Dicots,G4G5,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158431/Dudleya_pulverulenta,Dudleya pulverulenta
5549,Dudleya pulverulenta subsp. pulverulenta,Dudleya pulverulenta,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23669,,,,,,,Chalk Live-forever,Flowering Plants - Dicots,G4G5,G4,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158431/Dudleya_pulverulenta,Dudleya pulverulenta * pulverulenta
5550,Dudleya saxosa subsp. collomiae,Dudleya saxosa,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23670,,,,,,,Panamint Live-forever,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1052238/Dudleya_saxosa,Dudleya saxosa * collomiae
5551,Dudleya saxosa,Dudleya saxosa,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23670,,,,,,,Panamint Live-forever,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1052238/Dudleya_saxosa,Dudleya saxosa
5555,Dudleya stolonifera,Dudleya stolonifera,Laguna Beach Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23674,Laguna Beach dudleya,Crassulaceae,perennial stoloniferous herb,1B.1,S1,CT,Laguna Beach Dudleya,Flowering Plants - Dicots,G1,G1,Threatened,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144868/Dudleya_stolonifera,Dudleya stolonifera
5556,Dudleya traskiae,Dudleya traskiae,Santa Barbara Island Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23675,Santa Barbara Island dudleya,Crassulaceae,perennial herb,1B.2,S1,CE,Santa Barbara Island Dudleya,Flowering Plants - Dicots,G1,G1,Endangered,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144125/Dudleya_traskiae,Dudleya traskiae
5557,Dudleya variegata,Dudleya variegata,Variegated Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23676,variegated dudleya,Crassulaceae,perennial herb,1B.2,S2,None,Variegated Dudleya,Flowering Plants - Dicots,G2G3,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131714/Dudleya_variegata,Dudleya variegata
5558,Dudleya verityi,Dudleya verityi,Verity'S Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23677,Verity's dudleya,Crassulaceae,perennial herb,1B.1,S1,None,Verity's Dudleya,Flowering Plants - Dicots,G1,G1,Threatened,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160573/Dudleya_verityi,Dudleya verityi
5559,Dudleya virens subsp. extima,Dudleya virens,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23678,,,,,,,Bright Green Dudleya,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133988/Dudleya_virens,Dudleya virens * extima
5560,Dudleya virens,Dudleya virens,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23678,,,,,,,Bright Green Dudleya,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133988/Dudleya_virens,Dudleya virens
5566,Dudleya viscida,Dudleya viscida,Sticky Dudleya,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23679,sticky dudleya,Crassulaceae,perennial herb,1B.2,S2,None,Sticky Dudleya,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158214/Dudleya_viscida,Dudleya viscida
5567,Dulichium arundinaceum var. arundinaceum,Dulichium arundinaceum var. arundinaceum,Three-Way Sedge,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=93849,,,,,,,Threeway Sedge,Flowering Plants - Monocots,G5T5,T5,,"Canada: BC, MB, NB, NF, NS, ON, PE, QC
United States: AK, AR, CA, CT, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.807421/Dulichium_arundinaceum_var_arundinaceum,Dulichium arundinaceum * arundinaceum
5582,Dyssodia papposa,Dyssodia papposa,Dogweed,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=2508,,,,,,,Fetid Dogweed,Flowering Plants - Dicots,G5,G5,,"Canada: AB, MB, NB, ON, QC, SK
United States: AR, AZ, CA, CO, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, PA, SD, TN, TX, UT, VT, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146020/Dyssodia_papposa,Dyssodia papposa
5583,Eastwoodia elegans,Eastwoodia elegans,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=2510,,,,,,,Yellow Mock Aster,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133643/Eastwoodia_elegans,Eastwoodia elegans
5584,Eatonella nivea,Eatonella nivea,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=2511,,,,,,,White Eatonella,Flowering Plants - Dicots,G4G5,G4,,"United States: CA, ID, NV, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142627/Eatonella_nivea,Eatonella nivea
5585,Echinocactus polycephalus var. polycephalus,Echinocactus polycephalus var. polycephalus,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=57996,,,,,,,Cottontop Cactus,Flowering Plants - Dicots,G3G4T3T4,T3,,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134627/Echinocactus_polycephalus_var_polycephalus,Echinocactus polycephalus * polycephalus
5586,Echinocereus engelmannii,Echinocereus engelmannii,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23751,,,,,,,Engelmann's Hedgehog Cactus,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160314/Echinocereus_engelmannii,Echinocereus engelmannii
5587,Echinocereus engelmannii var. munzii,Echinocereus engelmannii,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23751,,,,,,,Engelmann's Hedgehog Cactus,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160314/Echinocereus_engelmannii,Echinocereus engelmannii * munzii
5588,Echinocereus munzii,Echinocereus engelmannii,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23751,,,,,,,Engelmann's Hedgehog Cactus,Flowering Plants - Dicots,G5,G5,,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160314/Echinocereus_engelmannii,Echinocereus munzii
5592,Echinochloa colona,Echinochloa colona,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23790,,,,,,,Jungle-rice,Flowering Plants - Monocots,GNR,GNR,,"United States: AL, AR, AZ, CA, FL, GA, HI, IL, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NM, OH, OK, OR, PA, SC, TN, VA, VT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142077/Echinochloa_colona,Echinochloa colona
5593,Echinochloa colonum,Echinochloa colona,,Orthogrpahic variant,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23790,,,,,,,Jungle-rice,Flowering Plants - Monocots,GNR,GNR,,"United States: AL, AR, AZ, CA, FL, GA, HI, IL, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NM, OH, OK, OR, PA, SC, TN, VA, VT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142077/Echinochloa_colona,Echinochloa colonum
5594,Echinochloa crus-galli,Echinochloa crus-galli,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23791,,,,,,,Barnyard Grass,Flowering Plants - Monocots,GNR,GNR,,"Canada: AB, BC, MB, NB, NF, NS, ON, PE, QC, SK
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158283/Echinochloa_crus-galli,Echinochloa crus-galli
5595,Echinochloa crus-galli subsp. spiralis,Echinochloa crus-galli,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23791,,,,,,,Barnyard Grass,Flowering Plants - Monocots,GNR,GNR,,"Canada: AB, BC, MB, NB, NF, NS, ON, PE, QC, SK
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158283/Echinochloa_crus-galli,Echinochloa crus-galli * spiralis
5596,Echinochloa crus-galli var. zelayensis,Echinochloa crus-galli,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23791,,,,,,,Barnyard Grass,Flowering Plants - Monocots,GNR,GNR,,"Canada: AB, BC, MB, NB, NF, NS, ON, PE, QC, SK
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158283/Echinochloa_crus-galli,Echinochloa crus-galli * zelayensis
5597,Echinochloa crus-pavonis var. macera,Echinochloa crus-pavonis var. crus-pavonis,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=58090,,,,,,,Gulf Cockspur,Flowering Plants - Monocots,G5TNR,TNR,,"United States: AL, CA, FL, MS, TX",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161244/Echinochloa_crus-pavonis_var_crus-pavonis,Echinochloa crus-pavonis * macera
5598,Echinochloa crus-pavonis var. crus-pavonis,Echinochloa crus-pavonis var. crus-pavonis,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=58090,,,,,,,Gulf Cockspur,Flowering Plants - Monocots,G5TNR,TNR,,"United States: AL, CA, FL, MS, TX",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161244/Echinochloa_crus-pavonis_var_crus-pavonis,Echinochloa crus-pavonis * crus-pavonis
5601,Echinochloa muricata var. microstachya,Echinochloa muricata var. microstachya,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=58092,,,,,,,Rough Barnyard Grass,Flowering Plants - Monocots,G5T5,T5,,"Canada: AB, BC, MB, NS, ON, QC, SK
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128225/Echinochloa_muricata_var_microstachya,Echinochloa muricata * microstachya
5604,Echinochloa oryzoides,Echinochloa oryzoides,,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23803,,,,,,,Early Water Grass,Flowering Plants - Monocots,GNR,GNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135350/Echinochloa_oryzoides,Echinochloa oryzoides
5605,Echinochloa phyllopogon,Echinochloa oryzoides,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23803,,,,,,,Early Water Grass,Flowering Plants - Monocots,GNR,GNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135350/Echinochloa_oryzoides,Echinochloa phyllopogon
5606,Echinodorus berteroi,Echinodorus berteroi,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23812,,,,,,,Upright Burhead,Flowering Plants - Monocots,G5,G5,,"United States: AR, AZ, CA, FL, GA, HI, IA, IL, IN, KS, KY, LA, MO, MS, NE, NM, NV, OH, OK, SD, TN, TX, UT, WI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154765/Echinodorus_berteroi,Echinodorus berteroi
5607,Echinodorus berteroi var. lanceolatus,Echinodorus berteroi,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=23812,,,,,,,Upright Burhead,Flowering Plants - Monocots,G5,G5,,"United States: AR, AZ, CA, FL, GA, HI, IA, IL, IN, KS, KY, LA, MO, MS, NE, NM, NV, OH, OK, SD, TN, TX, UT, WI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154765/Echinodorus_berteroi,Echinodorus berteroi * lanceolatus
