accepted,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName,genbank,seqs
1,Acer campestre,Acer campestre,Hedge Maple,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11732,NA,NA,NA,NA,NA,NA,Hedge Maple,Flowering Plants - Dicots,GNR,GNR,NA,"Canada: ON, PE
United States: MA, NY, PA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146920/Acer_campestre,Acer campestre,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+campestre%22%5BOrganism%5D+OR+%22Acer+campestre%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,441
1,Acer circinatum,Acer circinatum,Vine Maple,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11733,NA,NA,NA,NA,NA,NA,Vine Maple,Flowering Plants - Dicots,G5,G5,NA,"Canada: BC
United States: AK, CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140940/Acer_circinatum,Acer circinatum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+circinatum%22%5BOrganism%5D+OR+%22Acer+circinatum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,27
1,Acer glabrum,Acer glabrum,Mountain Maple,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11736,NA,NA,NA,NA,NA,NA,Mountain Maple,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC
United States: AK, AZ, CA, CO, ID, MT, NE, NM, NN, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138747/Acer_glabrum,Acer glabrum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+glabrum%22%5BOrganism%5D+OR+%22Acer+glabrum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,47
1,Acer glabrum var. diffusum,Acer glabrum var. diffusum,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53494,NA,NA,NA,NA,NA,NA,Mountain Maple,Flowering Plants - Dicots,G5T4T5,T4,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137683/Acer_glabrum_var_diffusum,Acer glabrum * diffusum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+glabrum+var.+diffusum%22%5BOrganism%5D+OR+%22Acer+glabrum+var.+diffusum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Acer glabrum var. glabrum,Acer glabrum var. glabrum,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53496,NA,NA,NA,NA,NA,NA,Mountain Maple,Flowering Plants - Dicots,G5T5,T5,NA,"United States: AZ, CO, ID, MT, NE, NM, NV, UT, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133534/Acer_glabrum_var_glabrum,Acer glabrum * glabrum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+glabrum+var.+glabrum%22%5BOrganism%5D+OR+%22Acer+glabrum+var.+glabrum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Acer macrophyllum,Acer macrophyllum,Big-Leaf Maple,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11746,NA,NA,NA,NA,NA,NA,Bigleaf Maple,Flowering Plants - Dicots,G5,G5,NA,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143337/Acer_macrophyllum,Acer macrophyllum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+macrophyllum%22%5BOrganism%5D+OR+%22Acer+macrophyllum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,42
1,Acer negundo,Acer negundo,Box Elder,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11747,NA,NA,NA,NA,NA,NA,Box-elder,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT
United States: AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NN, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157048/Acer_negundo,Acer negundo,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+negundo%22%5BOrganism%5D+OR+%22Acer+negundo%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,140
1,Acer saccharinum,Acer saccharinum,Silver Maple,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11758,NA,NA,NA,NA,NA,NA,Silver Maple,Flowering Plants - Dicots,G5,G5,NA,"Canada: NB, NS, ON, QC, SK
United States: AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136917/Acer_saccharinum,Acer saccharinum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acer+saccharinum%22%5BOrganism%5D+OR+%22Acer+saccharinum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1103
1,Achillea millefolium,Achillea millefolium,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=678,NA,NA,NA,NA,NA,NA,Common Yarrow,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT
United States: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NN, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134462/Achillea_millefolium,Achillea millefolium,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Achillea+millefolium%22%5BOrganism%5D+OR+%22Achillea+millefolium%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1663
1,Achlys californica,Achlys californica,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11785,NA,NA,NA,NA,NA,NA,Deer's-foot,Flowering Plants - Dicots,G4G5,G4,NA,"United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137908/Achlys_californica,Achlys californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Achlys+californica%22%5BOrganism%5D+OR+%22Achlys+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Achyrachaena mollis,Achyrachaena mollis,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=703,NA,NA,NA,NA,NA,NA,Blow-wives,Flowering Plants - Dicots,G5,G5,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148646/Achyrachaena_mollis,Achyrachaena mollis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Achyrachaena+mollis%22%5BOrganism%5D+OR+%22Achyrachaena+mollis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Achyronychia cooperi,Achyronychia cooperi,"Onyx Flower, Frost-Mat",Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11813,NA,NA,NA,NA,NA,NA,Onyx-flower,Flowering Plants - Dicots,G5,G5,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152136/Achyronychia_cooperi,Achyronychia cooperi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Achyronychia+cooperi%22%5BOrganism%5D+OR+%22Achyronychia+cooperi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Acleisanthes longiflora,Acleisanthes longiflora,Angel Trumpets,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11823,angel trumpets,Nyctaginaceae,perennial herb,2B.3,S1,None,Angel Trumpets,Flowering Plants - Dicots,G5,G5,NA,"United States: AZ, CA, NM, TX",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140551/Acleisanthes_longiflora,Acleisanthes longiflora,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acleisanthes+longiflora%22%5BOrganism%5D+OR+%22Acleisanthes+longiflora%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,11
1,Acourtia microcephala,Acourtia microcephala,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=713,NA,NA,NA,NA,NA,NA,Sacapellote,Flowering Plants - Dicots,G3G4,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159425/Acourtia_microcephala,Acourtia microcephala,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Acourtia+microcephala%22%5BOrganism%5D+OR+%22Acourtia+microcephala%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,13
1,Actaea rubra,Actaea rubra,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11894,NA,NA,NA,NA,NA,NA,Red Baneberry,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT
United States: AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NN, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136260/Actaea_rubra,Actaea rubra,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Actaea+rubra%22%5BOrganism%5D+OR+%22Actaea+rubra%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,63
1,Adenocaulon bicolor,Adenocaulon bicolor,Trail Plant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=721,NA,NA,NA,NA,NA,NA,American Trailplant,Flowering Plants - Dicots,G5,G5,NA,"Canada: AB, BC, ON
United States: CA, ID, MI, MT, ND, OR, SD, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161230/Adenocaulon_bicolor,Adenocaulon bicolor,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenocaulon+bicolor%22%5BOrganism%5D+OR+%22Adenocaulon+bicolor%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,21
1,Adenophyllum cooperi,Adenophyllum cooperi,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=722,NA,NA,NA,NA,NA,NA,Cooper's Dogweed,Flowering Plants - Dicots,G4G5,G4,NA,"United States: AZ, CA, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147838/Adenophyllum_cooperi,Adenophyllum cooperi,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenophyllum+cooperi%22%5BOrganism%5D+OR+%22Adenophyllum+cooperi%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,5
1,Adenophyllum porophylloides,Adenophyllum porophylloides,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=724,NA,NA,NA,NA,NA,NA,San Felipe Dogweed,Flowering Plants - Dicots,G5,G5,NA,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159362/Adenophyllum_porophylloides,Adenophyllum porophylloides,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenophyllum+porophylloides%22%5BOrganism%5D+OR+%22Adenophyllum+porophylloides%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Adenostoma fasciculatum,Adenostoma fasciculatum,"Chamise, Greasewood",Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11939,NA,NA,NA,NA,NA,NA,Common Chamise,Flowering Plants - Dicots,G5,G5,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135300/Adenostoma_fasciculatum,Adenostoma fasciculatum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenostoma+fasciculatum%22%5BOrganism%5D+OR+%22Adenostoma+fasciculatum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,29
1,Adenostoma fasciculatum var. fasciculatum,Adenostoma fasciculatum var. fasciculatum,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53568,NA,NA,NA,NA,NA,NA,Common Chamise,Flowering Plants - Dicots,G5T5,T5,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138407/Adenostoma_fasciculatum_var_fasciculatum,Adenostoma fasciculatum * fasciculatum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenostoma+fasciculatum+var.+fasciculatum%22%5BOrganism%5D+OR+%22Adenostoma+fasciculatum+var.+fasciculatum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Adenostoma fasciculatum var. obtusifolium,Adenostoma fasciculatum var. obtusifolium,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53569,NA,NA,NA,NA,NA,NA,Common Chamise,Flowering Plants - Dicots,G5T3T5,T4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144869/Adenostoma_fasciculatum_var_obtusifolium,Adenostoma fasciculatum * obtusifolium,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenostoma+fasciculatum+var.+obtusifolium%22%5BOrganism%5D+OR+%22Adenostoma+fasciculatum+var.+obtusifolium%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Adenostoma sparsifolium,Adenostoma sparsifolium,"Red Shank, Ribbon Wood",Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11940,NA,NA,NA,NA,NA,NA,Ribbon-wood,Flowering Plants - Dicots,G4G5,G4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149415/Adenostoma_sparsifolium,Adenostoma sparsifolium,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adenostoma+sparsifolium%22%5BOrganism%5D+OR+%22Adenostoma+sparsifolium%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,1
1,Adiantum aleuticum,Adiantum aleuticum,Five-Finger Fern,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11945,NA,NA,NA,NA,NA,NA,Aleutian Maidenhair Fern,Ferns and relatives - Leptosporangiate Ferns,G5?,G5,NA,"Canada: AB, BC, NF, QC
United States: AK, AZ, CA, CO, ID, MD, ME, MI, MT, NV, OR, UT, VT, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151068/Adiantum_aleuticum,Adiantum aleuticum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adiantum+aleuticum%22%5BOrganism%5D+OR+%22Adiantum+aleuticum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,131
1,Adiantum capillus-veneris,Adiantum capillus-veneris,Southern Maidenhair,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11947,NA,NA,NA,NA,NA,NA,Southern Maidenhair Fern,Ferns and relatives - Leptosporangiate Ferns,G5,G5,NA,"Canada: BC
United States: AL, AR, AZ, CA, CO, FL, GA, HI, KY, LA, MD, MO, MS, NC, NM, NN, NV, OK, SC, SD, TN, TX, UT, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158611/Adiantum_capillus-veneris,Adiantum capillus-veneris,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adiantum+capillus-veneris%22%5BOrganism%5D+OR+%22Adiantum+capillus-veneris%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,30758
1,Adiantum jordanii,Adiantum jordanii,California Maidenhair,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11955,NA,NA,NA,NA,NA,NA,Jordan's Maidenhair Fern,Ferns and relatives - Leptosporangiate Ferns,G4G5,G4,NA,"United States: CA, OR, RI",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135723/Adiantum_jordanii,Adiantum jordanii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adiantum+jordanii%22%5BOrganism%5D+OR+%22Adiantum+jordanii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,10
1,Adiantum shastense,Adiantum shastense,Shasta Maidenhair,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=100476,Shasta maidenhair fern,Pteridaceae,perennial herb,4.3,S3,None,Shasta Maidenhair Fern,Ferns and relatives - Leptosporangiate Ferns,G3,G3,NA,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.960320/Adiantum_shastense,Adiantum shastense,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adiantum+shastense%22%5BOrganism%5D+OR+%22Adiantum+shastense%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,6
1,Adolphia californica,Adolphia californica,California Adolphia,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11984,California adolphia,Rhamnaceae,perennial deciduous shrub,2B.1,S2,None,California Adolphia,Flowering Plants - Dicots,G3,G3,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132967/Adolphia_californica,Adolphia californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adolphia+californica%22%5BOrganism%5D+OR+%22Adolphia+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,2
1,Adonis aestivalis,Adonis aestivalis,Summer Pheasant'S Eye,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11986,NA,NA,NA,NA,NA,NA,Summer Adonis,Flowering Plants - Dicots,GNR,GNR,NA,"United States: CA, ID, MO, MT, NY, UT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144864/Adonis_aestivalis,Adonis aestivalis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Adonis+aestivalis%22%5BOrganism%5D+OR+%22Adonis+aestivalis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,4276
1,Aegilops cylindrica,Aegilops cylindrica,Jointed Goat Grass,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11994,NA,NA,NA,NA,NA,NA,Jointed Goatgrass,Flowering Plants - Monocots,GNR,GNR,NA,"Canada: BC, ON
United States: AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, LA, MO, MT, NC, ND, NE, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, WA, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137935/Aegilops_cylindrica,Aegilops cylindrica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aegilops+cylindrica%22%5BOrganism%5D+OR+%22Aegilops+cylindrica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,414
1,Aegilops geniculata,Aegilops geniculata,Ovate Goat Grass,Waif,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11995,NA,NA,NA,NA,NA,NA,Ovate Goatgrass,Flowering Plants - Monocots,GNR,GNR,NA,"United States: CA, NY, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150100/Aegilops_geniculata,Aegilops geniculata,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aegilops+geniculata%22%5BOrganism%5D+OR+%22Aegilops+geniculata%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,624
1,Aegilops triuncialis,Aegilops triuncialis,Barbed Goat Grass,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=11997,NA,NA,NA,NA,NA,NA,Barbed Goatgrass,Flowering Plants - Monocots,GNR,GNR,NA,"United States: CA, MD, NY, PA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146119/Aegilops_triuncialis,Aegilops triuncialis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aegilops+triuncialis%22%5BOrganism%5D+OR+%22Aegilops+triuncialis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,761
1,Aeonium arboreum var. arboreum,Aeonium arboreum var. arboreum,NA,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=77197,NA,NA,NA,NA,NA,NA,Tree Pinwheel,Flowering Plants - Dicots,GNRTNR,TNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154724/Aeonium_arboreum_var_arboreum,Aeonium arboreum * arboreum,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aeonium+arboreum+var.+arboreum%22%5BOrganism%5D+OR+%22Aeonium+arboreum+var.+arboreum%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Aeonium haworthii,Aeonium haworthii,NA,Naturalized,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12005,NA,NA,NA,NA,NA,NA,Pinwheel,Flowering Plants - Dicots,GNR,GNR,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153725/Aeonium_haworthii,Aeonium haworthii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aeonium+haworthii%22%5BOrganism%5D+OR+%22Aeonium+haworthii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,7
1,Aeschynomene rudis,Aeschynomene rudis,Rough Jointvetch,Agricultural weed,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12017,NA,NA,NA,NA,NA,NA,Zigzag Joint-vetch,Flowering Plants - Dicots,GNR,GNR,NA,"United States: AL, AR, CA, FL, GA, LA, MO, NC, PA, SC, TX",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150537/Aeschynomene_rudis,Aeschynomene rudis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aeschynomene+rudis%22%5BOrganism%5D+OR+%22Aeschynomene+rudis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,23
1,Aesculus californica,Aesculus californica,California Buckeye,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12026,NA,NA,NA,NA,NA,NA,California Buckeye,Flowering Plants - Dicots,G5,G5,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153114/Aesculus_californica,Aesculus californica,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Aesculus+californica%22%5BOrganism%5D+OR+%22Aesculus+californica%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,47
1,Agastache parvifolia,Agastache parvifolia,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12119,NA,NA,NA,NA,NA,NA,Small-leaf Agastache,Flowering Plants - Dicots,G4?,G4,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161190/Agastache_parvifolia,Agastache parvifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agastache+parvifolia%22%5BOrganism%5D+OR+%22Agastache+parvifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Agastache urticifolia,Agastache urticifolia,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12124,NA,NA,NA,NA,NA,NA,Nettle-leaf Giant-hyssop,Flowering Plants - Dicots,G5,G5,NA,"Canada: BC
United States: CA, CO, ID, MT, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138004/Agastache_urticifolia,Agastache urticifolia,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agastache+urticifolia%22%5BOrganism%5D+OR+%22Agastache+urticifolia%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,9
1,Agave deserti,Agave deserti,NA,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12131,NA,NA,NA,NA,NA,NA,Desert Agave,Flowering Plants - Monocots,G4,G4,NA,"United States: AZ, CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133754/Agave_deserti,Agave deserti,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agave+deserti%22%5BOrganism%5D+OR+%22Agave+deserti%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,316962
1,Agave shawii var. shawii,Agave shawii var. shawii,Shaw Agave,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=82138,Shaw's agave,Agavaceae,perennial leaf succulent,2B.1,S1,None,Shaw's Agave,Flowering Plants - Monocots,G2G3T2T3,T2,NA,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.874076/Agave_shawii_var_shawii,Agave shawii * shawii,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agave+shawii+var.+shawii%22%5BOrganism%5D+OR+%22Agave+shawii+var.+shawii%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,104
1,Agave utahensis,Agave utahensis,Utah Agave,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=12157,NA,NA,NA,NA,NA,NA,Utah Agave,Flowering Plants - Monocots,G4,G4,NA,"United States: AZ, CA, NN, NV, UT",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157120/Agave_utahensis,Agave utahensis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agave+utahensis%22%5BOrganism%5D+OR+%22Agave+utahensis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,12
1,Agave utahensis var. eborispina,Agave utahensis var. eborispina,Ivory-Spined Agave,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53647,ivory-spined agave,Agavaceae,perennial leaf succulent,1B.3,S2,None,Ivory Spined Agave,Flowering Plants - Monocots,G4T3,T3,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153083/Agave_utahensis_var_eborispina,Agave utahensis * eborispina,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agave+utahensis+var.+eborispina%22%5BOrganism%5D+OR+%22Agave+utahensis+var.+eborispina%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
1,Agave utahensis var. nevadensis,Agave utahensis var. nevadensis,Clark Mountain Agave,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=53649,Clark Mountain agave,Agavaceae,perennial leaf succulent,4.2,S3,None,Clark Mountain Agave,Flowering Plants - Monocots,G4T3,T3,NA,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139416/Agave_utahensis_var_nevadensis,Agave utahensis * nevadensis,https://www.ncbi.nlm.nih.gov/nuccore/?term=(%22Agave+utahensis+var.+nevadensis%22%5BOrganism%5D+OR+%22Agave+utahensis+var.+nevadensis%22%5BAll+Fields%5D)+AND+plants%5Bfilter%5D,0
